option_type,delta,gamma,theta,vega,iv,return_exp
PUT,-0.01498,0.00059,-0.01398,0.0345,0.6626,-1.0
PUT,-0.01639,0.00031,-0.03448,0.08409,0.5995,-1.0
PUT,-0.00352,5e-05,-0.0033,0.06362,0.55759,-1.0
PUT,-0.01178,0.00058,-0.01905,0.02173,0.71805,-1.0
PUT,-0.06606,0.00199,-0.23176,0.13864,0.60262,-1.0
PUT,-0.00098,0.00014,-0.00503,0.00031,2.5614,-1.0
PUT,-0.02888,0.00052,-0.01026,0.13855,0.58541,-1.0
PUT,-0.0122,0.00041,-0.01157,0.0332,0.64065,-1.0
PUT,-0.00476,1e-05,-0.00839,0.078,0.59009,-1.0
PUT,-0.00916,0.00056,-0.01391,0.01596,0.69537,-1.0
PUT,-0.05809,0.00134,-0.11918,0.10057,1.02087,-1.0
PUT,-0.00085,7e-05,-0.00995,0.00032,1.54302,-1.0
PUT,-0.06327,0.00117,-0.10944,0.30489,0.42608,-1.0
PUT,-0.01203,0.00015,-0.0245,0.1075,0.58601,-1.0
PUT,-0.0201,0.00113,-0.05364,0.03255,0.64093,-1.0
PUT,-0.01636,0.00081,-0.11486,0.0416,0.4786,-1.0
PUT,-0.0041,0.00034,-0.03608,0.00709,0.70182,-1.0
PUT,-0.0252,0.00025,-0.01761,0.12178,1.23794,-1.0
PUT,-0.08965,0.0023,-0.1536,0.25833,0.43862,-1.0
PUT,-0.04565,0.00059,-0.04714,0.25466,0.58986,-1.0
PUT,-0.00231,6e-05,-0.00575,0.0109,0.97171,-1.0
PUT,-0.00045,9e-05,-0.0055,0.00067,1.30104,-1.0
PUT,-0.01271,0.00029,-0.00563,0.08207,0.49557,-1.0
PUT,-0.00548,6e-05,-0.07387,0.02333,1.00451,10.0
PUT,-0.01243,0.00073,-0.02948,0.02154,0.65326,-1.0
PUT,-0.00162,2e-05,-0.0343,0.0078,1.04449,10.0
PUT,-0.01121,0.00068,-0.05582,0.01459,0.95565,-1.0
PUT,-0.00144,0.00012,-0.00395,0.00364,0.95167,-1.0
PUT,-0.00061,5e-05,-0.00618,0.0015,1.14752,-1.0
PUT,-0.00407,0.0001,-0.0279,0.01137,0.8664,-1.0
PUT,-0.02597,0.00278,-0.14177,0.01836,0.70646,-1.0
PUT,-0.00083,4e-05,-0.00717,0.00136,1.15364,-1.0
PUT,-0.00023,0.0,-0.01051,0.0008,3.36429,-1.0
PUT,-0.00212,2e-05,-0.01709,0.01311,0.82313,-1.0
PUT,-0.00412,0.00011,-0.02872,0.01331,1.0829,-1.0
PUT,-0.04989,0.0018,-0.03163,0.09611,0.63117,-1.0
PUT,-0.00192,3e-05,-0.00515,0.03369,0.66916,-1.0
PUT,-0.01,0.00019,-0.03152,0.05429,0.63199,-1.0
PUT,-0.02993,0.00049,-0.01906,0.15129,0.60764,-1.0
PUT,-0.03244,0.00063,-0.07888,0.14569,0.58927,-1.0
PUT,-0.01327,0.0003,-0.01903,0.05587,0.63096,-1.0
PUT,-0.00267,3e-05,-0.0086,0.0087,0.86818,-1.0
PUT,-0.06024,0.0007,-0.01566,0.483,0.44932,-1.0
PUT,-0.00185,0.00024,-0.00998,0.00095,1.99442,-1.0
PUT,-0.02221,0.00158,-0.0583,0.03739,0.47969,-1.0
CALL,0.0431,0.00072,-0.08596,0.21096,0.53648,-1.0
CALL,0.0006,0.0001,-0.00498,0.00031,2.60871,-1.0
CALL,0.03126,0.00203,-0.02244,0.05913,0.41524,10.0
CALL,0.04031,0.00085,-0.12947,0.14823,0.58039,-1.0
CALL,0.0017,0.00014,-0.01481,0.00075,1.44706,-1.0
CALL,0.00378,0.00023,-0.00419,0.01065,0.76968,-1.0
CALL,0.03883,0.00138,-0.02189,0.08821,0.57052,-1.0
CALL,0.00722,0.00037,-0.0048,0.0154,0.61318,-1.0
CALL,0.06419,0.00193,-0.06729,0.14117,0.5831,-1.0
CALL,0.00569,0.00057,-0.0078,0.00674,0.62572,-1.0
CALL,0.01731,0.00223,-0.01514,0.01469,0.54985,-1.0
CALL,0.01343,0.00036,-0.00789,0.05975,0.505,-1.0
CALL,0.00323,0.00039,-0.00635,0.00589,0.55765,-1.0
CALL,0.01444,0.00064,-0.02725,0.03789,0.54501,-1.0
CALL,0.0054,0.00092,-0.02517,0.00329,0.80482,-1.0
CALL,0.01565,0.00094,-0.03244,0.02522,0.67387,-1.0
CALL,0.00585,0.00041,-0.03235,0.00998,0.72869,-1.0
CALL,0.0088,0.00046,-0.03459,0.0266,0.482,-1.0
CALL,0.0034,0.00077,-0.00819,0.00235,0.66505,-1.0
CALL,0.00161,0.00015,-0.00495,0.00171,0.77114,-1.0
CALL,0.01515,0.001,-0.02809,0.02626,0.53557,-1.0
CALL,0.00231,0.00017,-0.006,0.0057,0.73997,-1.0
CALL,0.0016,0.00019,-0.00165,0.00137,0.73427,-1.0
CALL,0.00702,0.00059,-0.0077,0.01179,0.53602,-1.0
CALL,0.06133,0.0008,-0.04881,0.43079,0.40033,-1.0
CALL,0.01333,0.00067,-0.02612,0.03592,0.47526,-1.0
CALL,0.02707,0.00155,-0.01578,0.05765,0.45915,-1.0
CALL,0.08817,0.00906,-0.07349,0.07801,0.35813,-1.0
CALL,0.0281,0.00075,-0.07479,0.1091,0.53916,-1.0
CALL,0.03329,0.00157,-0.03182,0.07823,0.44938,-1.0
CALL,0.05657,0.00728,-0.16203,0.02583,0.687,-1.0
CALL,0.00196,0.00017,-0.01473,0.00184,0.98907,-1.0
CALL,0.00456,0.00048,-0.03163,0.00436,1.00202,-1.0
CALL,0.02428,0.00236,-0.02249,0.02791,0.50859,-1.0
CALL,0.03541,0.00241,-0.05004,0.05308,0.48594,-1.0
CALL,0.00082,8e-05,-0.00473,0.00078,1.56275,-1.0
CALL,0.0272,0.00094,-0.01931,0.08407,0.50669,-1.0
CALL,0.00048,6e-05,-0.00826,0.00202,0.60104,-1.0
CALL,0.00169,0.00011,-0.0051,0.00132,1.09829,-1.0
CALL,0.0014,0.00012,-0.00837,0.00093,1.20059,-1.0
CALL,0.02237,0.00104,-0.1208,0.04668,0.60147,-1.0
CALL,0.0004,0.00016,-0.00461,0.0006,2.62954,-1.0
CALL,0.01761,0.00123,-0.02707,0.02347,0.71052,-1.0
CALL,0.00156,0.00012,-0.00154,0.0038,0.60531,-1.0
CALL,0.00184,0.00018,-0.0035,0.00365,0.7559,-1.0
CALL,0.00195,0.00022,-0.00421,0.00352,0.73741,-1.0
CALL,0.01124,0.00089,-0.0123,0.02099,0.48074,-1.0
CALL,0.001,6e-05,-0.00424,0.00015,2.09967,-1.0
CALL,0.06248,0.00156,-0.15183,0.25745,0.37897,-1.0
CALL,0.00116,0.00013,-0.0025,0.00041,0.8911,-1.0
CALL,0.035,0.00102,-0.02835,0.10134,0.57215,-1.0
CALL,0.02254,0.00074,-0.08912,0.06365,0.63015,-1.0
CALL,0.00078,0.00014,-0.0018,0.00176,0.74984,-1.0
CALL,0.01483,0.00047,-0.00732,0.05544,0.52961,-1.0
CALL,0.00073,9e-05,-0.00839,0.00093,1.68116,-1.0
CALL,0.05036,0.00619,-0.32627,0.03533,0.49227,-1.0
CALL,0.05085,0.0041,-0.12878,0.03839,0.68276,-1.0
CALL,0.06732,0.00484,-0.03944,0.10095,0.3462,-1.0
CALL,0.00679,0.00019,-0.02246,0.02986,0.59431,-1.0
CALL,0.06674,0.00163,-0.11593,0.23898,0.43107,-1.0
CALL,0.01799,0.00194,-0.01801,0.01868,0.52996,-1.0
CALL,0.03207,0.00103,-0.04035,0.08416,0.56189,-1.0
CALL,0.08098,0.00074,-0.05127,0.75345,0.39513,-1.0
CALL,0.00807,0.00082,-0.02008,0.00857,0.75712,-1.0
CALL,0.00804,0.00048,-0.0129,0.01645,0.61708,-1.0
CALL,0.00113,6e-05,-0.00785,0.00168,1.54634,-1.0
CALL,0.00137,0.00012,-0.00525,0.00151,1.10643,-1.0
CALL,0.00966,0.00036,-0.17205,0.01442,1.32538,-1.0
CALL,0.03625,0.00511,-0.0412,0.02354,0.54046,-1.0
CALL,0.04652,0.00079,-0.16085,0.25018,0.49641,-1.0
CALL,0.00111,0.0001,-0.01371,0.00232,1.66167,-1.0
CALL,0.02252,0.00236,-0.15627,0.02615,0.47698,-1.0
CALL,0.02864,0.00055,-0.07741,0.12689,0.61612,-1.0
CALL,0.02582,0.00075,-0.22549,0.05882,0.81737,-1.0
CALL,0.00973,0.00063,-0.01506,0.01676,0.61187,-1.0
CALL,0.00797,0.0016,-0.01313,0.00823,0.37914,-1.0
CALL,0.09001,0.00524,-0.04359,0.14672,0.34315,1.4180327868852367
CALL,0.01451,0.00079,-0.02893,0.02336,0.65859,-1.0
CALL,0.00393,0.00024,-0.01317,0.00675,0.86291,-1.0
CALL,0.03601,0.0005,-0.147,0.22575,0.59339,-1.0
CALL,0.00828,0.00042,-0.04644,0.02554,0.47788,-1.0
CALL,0.00717,0.00038,-0.01703,0.01744,0.6545,-1.0
CALL,0.00203,0.00013,-0.0021,0.00655,0.67049,-1.0
CALL,0.0012,2e-05,-0.00337,0.00061,1.28428,-1.0
CALL,0.01365,0.00047,-0.00817,0.03938,0.57878,-1.0
CALL,0.00126,0.0001,-0.002,0.00129,1.07328,-1.0
CALL,0.06517,0.00286,-0.02549,0.1431,0.39287,-1.0
CALL,0.0011,0.00028,-0.00456,0.0008,1.35673,-1.0
CALL,0.00051,0.00012,-0.00605,0.00093,1.08026,-1.0
CALL,0.07146,0.00565,-0.31933,0.08534,0.38731,-1.0
CALL,0.08891,0.00744,-0.15791,0.0593,0.58662,10.0
CALL,0.00253,0.00039,-0.01014,0.00043,2.04825,-1.0
CALL,0.016,0.00037,-0.04064,0.08243,0.50252,-1.0
CALL,0.04841,0.00171,-0.0449,0.11202,0.51624,-1.0
CALL,0.01247,0.00135,-0.04703,0.0141,0.57594,-1.0
CALL,0.04896,0.01078,-0.17915,0.02251,0.42546,-1.0
CALL,0.0067,0.00159,-0.02493,0.00235,0.84154,-1.0
CALL,0.03415,0.00122,-0.0127,0.08458,0.52543,-1.0
CALL,0.00789,0.0009,-0.02569,0.00927,0.52408,-1.0
CALL,0.05658,0.00261,-0.06084,0.09184,0.53809,-1.0
CALL,0.0343,0.00441,-0.0529,0.02506,0.52345,-1.0
CALL,0.00102,0.00015,-0.00996,0.00037,1.45655,-1.0
CALL,0.03079,0.00071,-0.08703,0.13439,0.49639,-1.0
CALL,0.00925,0.00111,-0.06241,0.01177,0.48707,-1.0
CALL,0.00995,0.00029,-0.04122,0.03376,0.5929,-1.0
CALL,0.00379,0.00014,-0.02735,0.01095,0.80913,-1.0
CALL,0.01855,0.00081,-0.02221,0.03861,0.67222,-1.0
CALL,0.04356,0.00224,-0.0451,0.07363,0.52785,-1.0
CALL,0.08646,0.00147,-0.03388,0.34403,0.4901,-1.0
CALL,0.00804,0.0004,-0.00383,0.02239,0.57249,-1.0
CALL,0.09587,0.00125,-0.15447,0.41839,0.53282,-1.0
CALL,0.00365,0.00062,-0.02044,0.00261,0.78851,-1.0
CALL,0.00107,6e-05,-0.00503,3e-05,1.3545,-1.0
CALL,0.00274,0.00162,-0.00454,0.00038,0.59578,-1.0
CALL,0.07125,0.00439,-0.0371,0.08765,0.48673,-1.0
CALL,0.03863,0.00087,-0.05885,0.14176,0.54516,-1.0
CALL,0.02324,0.00064,-0.0106,0.08508,0.52951,-1.0
CALL,0.00643,0.00024,-0.03145,0.02585,0.73957,-1.0
CALL,0.00073,0.00013,-0.00465,0.00035,1.28987,-1.0
CALL,0.0057,0.00051,-0.00714,0.01277,0.4851,-1.0
CALL,0.02466,0.0012,-0.01443,0.06153,0.48587,-1.0
CALL,0.03389,0.00152,-0.01406,0.07057,0.52925,-1.0
CALL,0.00103,0.00015,-0.0049,-2e-05,4.90684,-1.0
CALL,0.07847,0.00065,-0.07686,0.82049,0.42853,-1.0
CALL,0.04851,0.00044,-0.04523,0.51476,0.429,-1.0
CALL,0.00092,0.0,-0.00495,0.00053,3.04566,-1.0
CALL,0.02116,0.00112,-0.03176,0.04185,0.57351,-1.0
CALL,0.02901,0.00092,-0.02349,0.08707,0.55969,-1.0
CALL,0.00136,0.00011,-0.00311,0.00239,0.80325,-1.0
CALL,0.03054,0.0016,-0.04786,0.05029,0.60787,-1.0
CALL,0.08574,0.00078,-0.04824,0.72127,0.41059,-1.0
CALL,0.01631,0.00101,-0.03559,0.03898,0.43102,-1.0
CALL,0.0023,0.00059,-0.01036,0.00259,0.41048,-1.0
CALL,0.0716,0.00307,-0.30225,0.11295,0.54193,2.621818181818195
CALL,0.01083,0.00085,-0.01541,0.01579,0.59555,-1.0
CALL,0.01549,0.00065,-0.03106,0.03821,0.63968,-1.0
CALL,0.00622,0.00074,-0.01951,0.00469,0.78434,-1.0
CALL,0.00376,0.00022,-0.04059,0.00376,1.40221,-1.0
CALL,0.00197,8e-05,-0.01814,0.00659,0.7033,-1.0
CALL,0.0443,0.00121,-0.09985,0.13168,0.55244,-1.0
CALL,0.01609,0.0013,-0.02811,0.01904,0.69391,-1.0
CALL,0.00073,0.00029,-0.00441,0.00057,1.04326,-1.0
CALL,0.09362,0.00164,-0.16152,0.32177,0.5236,-1.0
CALL,0.06597,0.00183,-0.05692,0.20978,0.43145,10.0
CALL,0.00296,0.00028,-0.00373,0.00382,0.63202,-1.0
CALL,0.07278,0.00304,-0.17445,0.09203,0.68385,-1.0
CALL,0.03005,0.00066,-0.11225,0.13746,0.51529,-1.0
CALL,0.02668,0.0004,-0.18409,0.12925,0.72828,-1.0
CALL,0.04212,0.0007,-0.0687,0.2234,0.5091,-1.0
CALL,0.06087,0.00189,-0.02819,0.14481,0.52641,-1.0
CALL,0.03675,0.00163,-0.04642,0.07982,0.52454,-1.0
CALL,0.03554,0.0014,-0.02713,0.085,0.49697,-1.0
CALL,0.06265,0.00147,-0.03251,0.19972,0.52136,-1.0
CALL,0.00154,4e-05,-0.01285,0.00611,0.71784,-1.0
CALL,0.08191,0.00412,-0.27915,0.12703,0.4406,-1.0
CALL,0.00045,0.00011,-0.00465,-0.00024,2.81796,-1.0
CALL,0.00162,0.00011,-0.00537,0.00164,0.77094,-1.0
CALL,0.01405,0.00088,-0.07562,0.02846,0.53633,-1.0
CALL,0.02065,0.00202,-0.01365,0.02099,0.55438,-1.0
CALL,0.00112,9e-05,-0.00275,0.0015,1.03459,-1.0
CALL,0.05756,0.00185,-0.02136,0.15364,0.46037,-1.0
CALL,0.00083,0.00012,-0.00487,0.00284,0.98916,-1.0
CALL,0.07676,0.00282,-0.02284,0.19048,0.38998,-1.0
CALL,0.07118,0.00848,-0.05842,0.04742,0.4635,-1.0
CALL,0.00267,0.0004,-0.01411,0.00132,1.7162,-1.0
CALL,0.00792,0.00066,-0.07222,0.00482,1.4765,-1.0
CALL,0.00363,0.00045,-0.00525,0.00476,0.63241,-1.0
CALL,0.04644,0.00053,-0.03781,0.44999,0.41689,-1.0
CALL,0.00215,0.00012,-0.00327,0.00354,1.05492,-1.0
CALL,0.05734,0.00067,-0.07808,0.47378,0.4059,-1.0
CALL,0.0796,0.00105,-0.20722,0.43973,0.47174,-1.0
CALL,0.00169,0.00024,-0.01079,0.00067,2.8073,-1.0
CALL,0.00174,0.0003,-0.00845,0.0012,1.12451,-1.0
CALL,0.00665,0.00112,-0.02386,0.00479,0.65886,-1.0
CALL,0.00595,0.00025,-0.02983,0.01906,0.63251,-1.0
CALL,0.03853,0.00044,-0.02689,0.37984,0.43542,-1.0
CALL,0.02708,0.00243,-0.03231,0.03127,0.508,-1.0
CALL,0.0087,0.00042,-0.02358,0.01844,0.65557,-1.0
CALL,0.08018,0.00281,-0.02883,0.16853,0.46219,-1.0
CALL,0.00092,3e-05,-0.00455,0.00037,2.93714,-1.0
CALL,0.08704,0.00335,-0.06358,0.16249,0.46083,-1.0
CALL,0.00327,0.00196,-0.0052,0.00111,0.7089,-1.0
CALL,0.00583,0.00029,-0.02326,0.00714,1.10086,-1.0
CALL,0.07996,0.00321,-0.08078,0.15826,0.43671,-1.0
CALL,0.00237,0.00018,-0.00387,0.00469,0.68353,-1.0
CALL,0.00213,0.00024,-0.00632,0.003,0.67881,-1.0
CALL,0.00867,0.00034,-0.07575,0.02951,0.5822,-1.0
CALL,0.09744,0.00826,-0.15146,0.07446,0.48557,10.0
CALL,0.02695,0.001,-0.07828,0.06723,0.5726,-1.0
CALL,0.01708,0.00143,-0.01815,0.02821,0.4378,-1.0
CALL,0.00413,0.00015,-0.00215,0.01061,0.66958,-1.0
CALL,0.00136,0.00014,-0.00173,0.00366,0.56886,-1.0
CALL,0.06332,0.00254,-0.15985,0.08458,0.71904,-1.0
CALL,0.01567,0.0006,-0.07491,0.04505,0.55654,-1.0
CALL,0.02747,0.00078,-0.08736,0.09533,0.55622,-1.0
CALL,0.00418,0.00023,-0.04148,0.01002,0.85719,-1.0
CALL,0.03716,0.00201,-0.05499,0.08252,0.41263,-1.0
CALL,0.02058,0.0005,-0.06826,0.08618,0.58242,-1.0
CALL,0.0557,0.00054,-0.04551,0.60543,0.43212,-1.0
CALL,0.05387,0.00216,-0.16915,0.12256,0.4486,-1.0
CALL,0.12095,0.00271,-0.1018,0.28444,0.5228,-1.0
CALL,0.11202,0.01238,-0.29915,0.05325,0.55215,-1.0
CALL,0.18225,0.00692,-0.05608,0.30148,0.33799,-1.0
CALL,0.19493,0.00439,-0.16588,0.32534,0.52889,-1.0
CALL,0.15514,0.00079,-0.10146,1.36778,0.4994,-1.0
CALL,0.17484,0.0039,-0.12084,0.34204,0.49968,-1.0
CALL,0.12488,0.00209,-0.14294,0.47286,0.43499,-1.0
CALL,0.16406,0.00784,-0.08415,0.13866,0.565,-1.0
CALL,0.13005,0.00117,-0.12258,0.98939,0.39004,-1.0
CALL,0.11966,0.00513,-0.16148,0.16176,0.47642,-1.0
CALL,0.19024,0.00287,-0.08472,0.51385,0.49213,-1.0
CALL,0.15139,0.00128,-0.13561,0.85459,0.49282,-1.0
CALL,0.10714,0.00172,-0.15223,0.42656,0.47863,-1.0
CALL,0.17126,0.00794,-0.06161,0.22465,0.36451,10.0
CALL,0.13325,0.00451,-0.16586,0.15369,0.66699,-1.0
CALL,0.10635,0.00531,-0.14027,0.11526,0.55595,-1.0
CALL,0.12109,0.00084,-0.14428,1.08873,0.42085,-1.0
CALL,0.13083,0.00102,-0.08422,1.11716,0.40652,-1.0
CALL,0.17168,0.00472,-0.15537,0.26082,0.53224,-1.0
CALL,0.13333,0.00156,-0.2293,0.55165,0.53769,-1.0
CALL,0.10925,0.00665,-0.06854,0.11498,0.45499,-1.0
CALL,0.13816,0.00345,-0.47671,0.33037,0.43189,-1.0
CALL,0.17655,0.00662,-0.05724,0.29639,0.34329,-1.0
CALL,0.17341,0.01011,-0.22113,0.08644,0.75695,-1.0
CALL,0.10245,0.00244,-0.274,0.34746,0.3773,-1.0
CALL,0.1821,0.00348,-0.17595,0.42629,0.47574,-1.0
CALL,0.1036,0.00681,-0.06164,0.09399,0.50974,-1.0
CALL,0.11088,0.02702,-0.22543,0.02522,0.53721,-1.0
CALL,0.14171,0.00226,-0.21843,0.43563,0.51034,-1.0
CALL,0.13569,0.0044,-0.04068,0.28884,0.37122,-1.0
CALL,0.13797,0.00234,-0.24621,0.41578,0.50657,-1.0
CALL,0.1718,0.00697,-0.38602,0.08979,1.04471,3.804487179487182
CALL,0.19018,0.00903,-0.07565,0.20104,0.40605,-1.0
CALL,0.13882,0.00999,-0.08131,0.09733,0.5025,3.832764505119463
CALL,0.12061,0.00889,-0.57715,0.06192,0.72528,-1.0
CALL,0.12187,0.00382,-0.14911,0.20062,0.53587,-1.0
CALL,0.10313,0.00549,-0.1285,0.12224,0.48134,-1.0
CALL,0.14856,0.02669,-0.21177,0.0323,0.62625,-1.0
CALL,0.11477,0.00123,-0.14852,0.56258,0.52594,-1.0
CALL,0.12991,0.00169,-0.29897,0.42347,0.63252,-1.0
CALL,0.13007,0.0068,-0.20604,0.1492,0.44603,-1.0
CALL,0.11514,0.00439,-0.139,0.20754,0.41465,-1.0
CALL,0.10674,0.00187,-0.12116,0.4731,0.37851,0.387096774193558
CALL,0.11056,0.00341,-0.0304,0.26049,0.39665,-1.0
CALL,0.12987,0.00163,-0.12487,0.58749,0.45888,4.87692307692307
CALL,0.14274,0.00849,-0.20147,0.134,0.45013,-1.0
CALL,0.10207,0.00169,-0.11794,0.40979,0.45238,-1.0
CALL,0.16211,0.00164,-0.06423,0.68778,0.52747,-1.0
CALL,0.16921,0.00947,-0.43426,0.16462,0.40813,-1.0
CALL,0.14569,0.00475,-0.04345,0.22428,0.48523,-1.0
CALL,0.18363,0.0053,-0.18679,0.26346,0.50976,-1.0
CALL,0.12169,0.00142,-0.17385,0.5019,0.56114,-1.0
CALL,0.12803,0.00223,-0.1959,0.42408,0.46126,-1.0
CALL,0.13228,0.0026,-0.10241,0.39289,0.44679,-1.0
CALL,0.1294,0.0055,-0.18245,0.16564,0.492,-1.0
CALL,0.15003,0.00328,-0.05016,0.33704,0.4908,-1.0
CALL,0.14776,0.00176,-0.11535,0.59767,0.50114,-1.0
CALL,0.1984,0.00377,-0.11111,0.37487,0.5544,-1.0
CALL,0.13293,0.00511,-0.1354,0.17065,0.52544,-1.0
CALL,0.14372,0.00118,-0.1453,1.12089,0.40498,-1.0
CALL,0.19247,0.01104,-0.28829,0.13216,0.513,-1.0
CALL,0.1775,0.00129,-0.19047,1.3096,0.41214,-1.0
CALL,0.1246,0.00244,-0.0592,0.37236,0.47071,10.0
CALL,0.19673,0.00133,-0.08594,1.28987,0.43092,-1.0
CALL,0.14963,0.00411,-0.08441,0.24572,0.54058,-1.0
CALL,0.19259,0.00424,-0.081,0.36766,0.47766,-1.0
CALL,0.13351,0.00326,-0.32821,0.25569,0.5592,-1.0
CALL,0.11141,0.00969,-0.626,0.08288,0.4473,-1.0
CALL,0.14241,0.00196,-0.21646,0.43846,0.58239,-1.0
CALL,0.14832,0.00113,-0.09721,1.13312,0.40139,-1.0
CALL,0.17993,0.00505,-0.13502,0.27537,0.49699,-1.0
CALL,0.10243,0.00187,-0.11938,0.40218,0.43792,-1.0
CALL,0.12536,0.00278,-0.29874,0.28902,0.53537,-1.0
CALL,0.16571,0.00316,-0.02879,0.51031,0.38487,-1.0
CALL,0.11425,0.00665,-0.07573,0.10979,0.51134,-1.0
CALL,0.12779,0.00066,-0.09281,1.23823,0.51023,-1.0
CALL,0.10322,0.00376,-0.177,0.13529,0.6289,-1.0
CALL,0.18532,0.00463,-0.15239,0.21471,0.72121,-1.0
CALL,0.1752,0.00293,-0.04889,0.48878,0.46546,-1.0
CALL,0.1726,0.00652,-0.13535,0.19569,0.50829,-1.0
CALL,0.11492,0.00212,-0.10739,0.48142,0.3773,10.0
CALL,0.17554,0.00275,-0.05423,0.49266,0.48957,-1.0
CALL,0.12484,0.00237,-0.02461,0.51956,0.34676,10.0
CALL,0.12912,0.0055,-0.16271,0.12975,0.61518,-1.0
CALL,0.18458,0.0061,-0.15018,0.24676,0.47649,6.484337349397591
CALL,0.11665,0.00216,-0.13252,0.48084,0.37264,4.425641025641035
CALL,0.18099,0.00194,-0.18582,0.95256,0.36881,-1.0
CALL,0.17005,0.00314,-0.32785,0.39427,0.51134,-1.0
CALL,0.18962,0.00661,-0.13266,0.24773,0.45174,-1.0
CALL,0.10084,0.00408,-0.03347,0.20441,0.37533,-1.0
CALL,0.19001,0.00545,-0.36291,0.18881,0.7167,-1.0
CALL,0.1682,0.00483,-0.04459,0.40536,0.32363,10.0
CALL,0.10142,0.00433,-0.04421,0.15845,0.45287,-1.0
CALL,0.11364,0.00359,-0.03312,0.31358,0.33345,10.0
CALL,0.18281,0.00811,-0.0996,0.17542,0.49394,-1.0
CALL,0.17603,0.00605,-0.06198,0.24466,0.4521,-1.0
CALL,0.13252,0.00459,-0.42108,0.20209,0.4935,-1.0
CALL,0.17977,0.00537,-0.38109,0.30391,0.41975,-1.0
CALL,0.16232,0.00408,-0.11256,0.3278,0.45684,3.812500000000005
CALL,0.19926,0.00317,-0.31886,0.47369,0.52147,-1.0
CALL,0.19165,0.00608,-0.05749,0.30072,0.41113,10.0
CALL,0.10178,0.00379,-0.03346,0.23468,0.36194,-1.0
CALL,0.15376,0.00211,-0.17428,0.57498,0.47658,-1.0
CALL,0.15097,0.00539,-0.51545,0.197,0.51506,-1.0
CALL,0.11657,0.00297,-0.26393,0.29162,0.45164,-1.0
CALL,0.13528,0.00427,-1.13299,0.14221,0.77113,-1.0
CALL,0.10475,0.00077,-0.09191,1.01772,0.41964,-1.0
CALL,0.14602,0.0029,-0.04653,0.35581,0.49966,-1.0
CALL,0.16167,0.00791,-0.05711,0.21776,0.34837,10.0
CALL,0.11447,0.00212,-0.1318,0.342,0.51672,-1.0
CALL,0.13522,0.0039,-0.06099,0.29765,0.40701,10.0
CALL,0.16553,0.00241,-0.22127,0.53945,0.48104,-1.0
CALL,0.11112,0.00298,-0.24419,0.28238,0.42974,10.0
CALL,0.14947,0.00315,-0.04644,0.37435,0.46523,-1.0
CALL,0.12107,0.00588,-0.15084,0.17657,0.39421,-1.0
CALL,0.1519,0.00745,-0.22074,0.1389,0.5335,-1.0
CALL,0.17475,0.00692,-0.17183,0.25303,0.3773,-1.0
CALL,0.17928,0.00409,-0.0836,0.38034,0.44414,-1.0
CALL,0.19547,0.00486,-0.24484,0.24884,0.62271,-1.0
CALL,0.11536,0.00222,-0.02873,0.4305,0.39363,10.0
CALL,0.10651,0.00082,-0.09319,1.02299,0.41885,-1.0
CALL,0.1635,0.01292,-0.09844,0.13995,0.33642,-1.0
CALL,0.17522,0.01067,-0.08466,0.1841,0.33952,1.6055045871559668
CALL,0.13499,0.00208,-0.21285,0.47485,0.47248,-1.0
CALL,0.17539,0.00113,-0.10889,1.1213,0.534,-1.0
CALL,0.13468,0.00574,-0.05031,0.21103,0.38806,7.6105263157894685
CALL,0.1242,0.00966,-0.24505,0.08442,0.51489,-1.0
CALL,0.14301,0.00933,-0.09565,0.10734,0.50943,-1.0
CALL,0.19085,0.00118,-0.16656,1.60132,0.40084,-1.0
CALL,0.10072,0.00074,-0.12795,0.98174,0.43135,-1.0
CALL,0.12518,0.00775,-0.09195,0.11542,0.47659,-1.0
CALL,0.12771,0.01228,-0.10272,0.08667,0.4103,-1.0
CALL,0.11477,0.00135,-0.15726,0.47915,0.57746,-1.0
CALL,0.15115,0.00794,-0.7128,0.1235,0.56298,7.475770925110136
CALL,0.10414,0.00138,-0.09264,0.58496,0.405,-1.0
CALL,0.12498,0.00096,-0.06865,0.99668,0.4478,-1.0
CALL,0.1015,0.00079,-0.13241,0.89144,0.42932,-1.0
CALL,0.18484,0.00355,-0.2672,0.46471,0.43435,-1.0
CALL,0.10387,0.0037,-0.03052,0.21783,0.40196,1.5115207373271835
CALL,0.19562,0.00377,-0.15069,0.43744,0.46758,7.480546075085324
CALL,0.19382,0.0012,-0.0984,1.35851,0.45232,-1.0
CALL,0.14902,0.00339,-0.05239,0.33198,0.47461,-1.0
CALL,0.13644,0.0108,-0.11736,0.10042,0.43971,-1.0
CALL,0.11538,0.00958,-0.06588,0.06467,0.61169,10.0
CALL,0.16986,0.00268,-0.09944,0.52181,0.4573,-0.0216393442622977
CALL,0.11661,0.00208,-0.16549,0.46388,0.40558,-1.0
CALL,0.14516,0.00577,-0.38349,0.22091,0.40955,-1.0
CALL,0.19937,0.0026,-0.224,0.64448,0.46342,-1.0
CALL,0.136,0.00968,-0.50552,0.13969,0.35283,-1.0
CALL,0.13944,0.00253,-0.05349,0.42376,0.46097,-1.0
CALL,0.107,0.00236,-0.03703,0.28554,0.50142,-1.0
CALL,0.1946,0.00174,-0.27327,0.71542,0.61559,-1.0
CALL,0.16654,0.00238,-0.36287,0.39395,0.66037,-1.0
