option_type,quarter,DTE_bin,log_m_bin,n,mean_return
PUT,2021-Q2,8-14,-0.1 – 0.1,2403,-0.7502955669900417
PUT,2021-Q2,8-14,-0.3 – -0.1,2075,-1.0
PUT,2021-Q2,8-14,-0.6 – -0.3,1526,-1.0
PUT,2021-Q2,8-14,0.1 – 0.3,1279,-0.2940431017546229
PUT,2021-Q2,8-14,0.3 – 0.6,581,-0.1773749282985623
PUT,2021-Q2,8-14,≤-0.6,1086,-1.0
PUT,2021-Q2,>365,-0.1 – 0.1,402,3.5814335611473824
PUT,2021-Q2,>365,-0.3 – -0.1,455,6.137207206866268
PUT,2021-Q2,>365,-0.6 – -0.3,734,9.639065254993168
PUT,2021-Q2,>365,0.1 – 0.3,498,2.1850010206755766
PUT,2021-Q2,>365,0.3 – 0.6,401,1.4112015017401394
PUT,2021-Q2,>365,> 0.6,7,0.8782136733702526
PUT,2021-Q2,>365,≤-0.6,2182,7.915002539324709
PUT,2021-Q3,0-7,-0.1 – 0.1,2639,0.18608945257635925
PUT,2021-Q3,0-7,-0.3 – -0.1,1714,-0.6481542114398836
PUT,2021-Q3,0-7,-0.6 – -0.3,1662,-0.6889290012033694
PUT,2021-Q3,0-7,0.1 – 0.3,1592,0.1563187778437043
PUT,2021-Q3,0-7,0.3 – 0.6,637,0.07251529675407115
PUT,2021-Q3,0-7,> 0.6,163,7.884591182372963
PUT,2021-Q3,0-7,≤-0.6,1053,-0.9686609686609686
PUT,2021-Q3,121-365,-0.1 – 0.1,3382,-0.05881904711623739
PUT,2021-Q3,121-365,-0.3 – -0.1,2453,1.4040505002928376
PUT,2021-Q3,121-365,-0.6 – -0.3,2335,1.7931526517244893
PUT,2021-Q3,121-365,0.1 – 0.3,4060,0.036913356591291566
PUT,2021-Q3,121-365,0.3 – 0.6,3081,0.11317581486203289
PUT,2021-Q3,121-365,> 0.6,525,3.571538640634916
PUT,2021-Q3,121-365,≤-0.6,4735,0.24950492982964562
PUT,2021-Q3,15-30,-0.1 – 0.1,3740,3.1041049359469537
PUT,2021-Q3,15-30,-0.3 – -0.1,2410,2.5058474305777207
PUT,2021-Q3,15-30,-0.6 – -0.3,2611,1.3676752202221372
PUT,2021-Q3,15-30,0.1 – 0.3,2745,0.6415673914824829
PUT,2021-Q3,15-30,0.3 – 0.6,1557,0.24277870209223837
PUT,2021-Q3,15-30,> 0.6,254,7.362298716786203
PUT,2021-Q3,15-30,≤-0.6,1611,-0.023587833643699565
PUT,2021-Q3,31-60,-0.1 – 0.1,2951,2.4006270585677023
PUT,2021-Q3,31-60,-0.3 – -0.1,2175,1.832183908045977
PUT,2021-Q3,31-60,-0.6 – -0.3,2384,1.8053691275167785
PUT,2021-Q3,31-60,0.1 – 0.3,2968,0.4848811317091999
PUT,2021-Q3,31-60,0.3 – 0.6,1682,0.1348901095839996
PUT,2021-Q3,31-60,> 0.6,413,6.840552100400109
PUT,2021-Q3,31-60,≤-0.6,1645,1.0719175366723932
PUT,2021-Q3,61-120,-0.1 – 0.1,1824,1.694540695299306
PUT,2021-Q3,61-120,-0.3 – -0.1,1752,1.8190639269406392
PUT,2021-Q3,61-120,-0.6 – -0.3,2391,1.3739021329987453
PUT,2021-Q3,61-120,0.1 – 0.3,2522,0.0794409792237611
PUT,2021-Q3,61-120,0.3 – 0.6,1821,-0.14075031032951973
PUT,2021-Q3,61-120,> 0.6,100,5.467748767458654
PUT,2021-Q3,61-120,≤-0.6,2176,1.4238325017507003
PUT,2021-Q3,8-14,-0.1 – 0.1,1991,1.6982774550084372
PUT,2021-Q3,8-14,-0.3 – -0.1,1180,1.305492794423472
PUT,2021-Q3,8-14,-0.6 – -0.3,1244,0.37942122186495175
PUT,2021-Q3,8-14,0.1 – 0.3,1231,0.48381706712786476
PUT,2021-Q3,8-14,0.3 – 0.6,600,0.23120387894952174
PUT,2021-Q3,8-14,> 0.6,150,7.6684020764803895
PUT,2021-Q3,8-14,≤-0.6,760,-0.3631578947368421
PUT,2021-Q3,>365,-0.1 – 0.1,440,1.857781616641834
PUT,2021-Q3,>365,-0.3 – -0.1,360,2.538923586207896
PUT,2021-Q3,>365,-0.6 – -0.3,545,2.0811048939338286
PUT,2021-Q3,>365,0.1 – 0.3,546,1.2438292527956665
PUT,2021-Q3,>365,0.3 – 0.6,697,0.8353330407369343
PUT,2021-Q3,>365,> 0.6,192,1.86895315400918
PUT,2021-Q3,>365,≤-0.6,2371,1.0403007212855953
PUT,2021-Q4,0-7,-0.1 – 0.1,1577,-0.3466153049964098
PUT,2021-Q4,0-7,-0.3 – -0.1,1105,-1.0
PUT,2021-Q4,0-7,-0.6 – -0.3,1128,-1.0
PUT,2021-Q4,0-7,0.1 – 0.3,1213,-0.06002452585574238
PUT,2021-Q4,0-7,0.3 – 0.6,880,-0.02352307840244351
PUT,2021-Q4,0-7,> 0.6,1,0.002051171326784
PUT,2021-Q4,0-7,≤-0.6,987,-1.0
PUT,2021-Q4,121-365,-0.1 – 0.1,2458,0.9559205035848464
PUT,2021-Q4,121-365,-0.3 – -0.1,2114,1.3213493056543382
PUT,2021-Q4,121-365,-0.6 – -0.3,2403,1.1652120418689098
PUT,2021-Q4,121-365,0.1 – 0.3,2285,0.7789295414337529
PUT,2021-Q4,121-365,0.3 – 0.6,1917,0.5467308804774678
PUT,2021-Q4,121-365,> 0.6,144,0.5431717585632145
PUT,2021-Q4,121-365,≤-0.6,4644,-0.7353934999273354
PUT,2021-Q4,15-30,-0.1 – 0.1,2319,0.3008680692922542
PUT,2021-Q4,15-30,-0.3 – -0.1,1796,0.08333436754764689
PUT,2021-Q4,15-30,-0.6 – -0.3,1760,-1.0
PUT,2021-Q4,15-30,0.1 – 0.3,2155,-0.12000045354363081
PUT,2021-Q4,15-30,0.3 – 0.6,1610,-0.05216596887171783
PUT,2021-Q4,15-30,≤-0.6,1855,-1.0
PUT,2021-Q4,31-60,-0.1 – 0.1,2506,0.6132031014274794
PUT,2021-Q4,31-60,-0.3 – -0.1,2359,0.5300186491295101
PUT,2021-Q4,31-60,-0.6 – -0.3,2139,-0.9596035172133809
PUT,2021-Q4,31-60,0.1 – 0.3,2409,0.07092283146821113
PUT,2021-Q4,31-60,0.3 – 0.6,1712,0.006424265328801972
PUT,2021-Q4,31-60,> 0.6,3,0.18635925317418436
PUT,2021-Q4,31-60,≤-0.6,2640,-1.0
PUT,2021-Q4,61-120,-0.1 – 0.1,2133,0.4606752952750172
PUT,2021-Q4,61-120,-0.3 – -0.1,1869,0.07425555416673264
PUT,2021-Q4,61-120,-0.6 – -0.3,2532,-0.980970594653485
PUT,2021-Q4,61-120,0.1 – 0.3,2429,0.13889489032663943
PUT,2021-Q4,61-120,0.3 – 0.6,1897,0.12118424979735466
PUT,2021-Q4,61-120,> 0.6,24,-0.1330824477487707
PUT,2021-Q4,61-120,≤-0.6,3668,-1.0
PUT,2021-Q4,8-14,-0.1 – 0.1,1274,-0.24380321391929935
PUT,2021-Q4,8-14,-0.3 – -0.1,825,-0.9292858674656813
PUT,2021-Q4,8-14,-0.6 – -0.3,824,-1.0
PUT,2021-Q4,8-14,0.1 – 0.3,937,-0.1426230083908435
PUT,2021-Q4,8-14,0.3 – 0.6,734,-0.045634313780683895
PUT,2021-Q4,8-14,≤-0.6,805,-1.0
PUT,2022-Q1,0-7,-0.1 – 0.1,1636,0.33508164727256184
PUT,2022-Q1,0-7,-0.3 – -0.1,1152,-0.8567935633627017
PUT,2022-Q1,0-7,-0.6 – -0.3,807,-1.0
PUT,2022-Q1,0-7,0.1 – 0.3,1400,0.05577643320206401
PUT,2022-Q1,0-7,0.3 – 0.6,1533,0.015034340072434031
PUT,2022-Q1,0-7,> 0.6,376,-0.013983656415599297
PUT,2022-Q1,0-7,≤-0.6,608,-1.0
PUT,2022-Q1,121-365,-0.1 – 0.1,2119,1.9539182565762256
PUT,2022-Q1,121-365,-0.3 – -0.1,1684,2.6886669994429706
PUT,2022-Q1,121-365,-0.6 – -0.3,1993,1.882552545058809
PUT,2022-Q1,121-365,0.1 – 0.3,2572,1.2158106448626678
PUT,2022-Q1,121-365,0.3 – 0.6,3151,0.6972122783704244
PUT,2022-Q1,121-365,> 0.6,900,0.4065184942594876
PUT,2022-Q1,121-365,≤-0.6,3883,-0.8295243416342604
PUT,2022-Q1,15-30,-0.1 – 0.1,2166,0.856814808882179
PUT,2022-Q1,15-30,-0.3 – -0.1,1700,0.6344088887073337
PUT,2022-Q1,15-30,-0.6 – -0.3,1103,-0.8165910497655642
PUT,2022-Q1,15-30,0.1 – 0.3,1957,0.1801682109215225
PUT,2022-Q1,15-30,0.3 – 0.6,2692,0.06746673889665604
PUT,2022-Q1,15-30,> 0.6,676,-0.041838916660010696
PUT,2022-Q1,15-30,≤-0.6,723,-1.0
PUT,2022-Q1,31-60,-0.1 – 0.1,1964,0.5787175555279603
PUT,2022-Q1,31-60,-0.3 – -0.1,1880,0.41439416756971414
PUT,2022-Q1,31-60,-0.6 – -0.3,1361,-0.23293262011787494
PUT,2022-Q1,31-60,0.1 – 0.3,2145,0.30435727461802
PUT,2022-Q1,31-60,0.3 – 0.6,2988,0.12792163658892564
PUT,2022-Q1,31-60,> 0.6,731,0.019856006711537453
PUT,2022-Q1,31-60,≤-0.6,756,-1.0
PUT,2022-Q1,61-120,-0.1 – 0.1,944,1.3657531295847716
PUT,2022-Q1,61-120,-0.3 – -0.1,894,1.0198679940086708
PUT,2022-Q1,61-120,-0.6 – -0.3,1086,-0.2699585527938693
PUT,2022-Q1,61-120,0.1 – 0.3,1154,0.8392670081702739
PUT,2022-Q1,61-120,0.3 – 0.6,1966,0.42538993463527436
PUT,2022-Q1,61-120,> 0.6,422,0.23160312548779932
PUT,2022-Q1,61-120,≤-0.6,677,-1.0
PUT,2022-Q1,8-14,-0.1 – 0.1,1387,0.9055367851124838
PUT,2022-Q1,8-14,-0.3 – -0.1,931,-0.008114295701644058
PUT,2022-Q1,8-14,-0.6 – -0.3,583,-1.0
PUT,2022-Q1,8-14,0.1 – 0.3,1044,0.08952711936138287
PUT,2022-Q1,8-14,0.3 – 0.6,1210,0.0437481077615323
PUT,2022-Q1,8-14,> 0.6,296,-0.04763071267897038
PUT,2022-Q1,8-14,≤-0.6,503,-1.0
PUT,2022-Q2,0-7,-0.1 – 0.1,1013,0.7852810129956346
PUT,2022-Q2,0-7,-0.3 – -0.1,1008,-0.7944613061794301
PUT,2022-Q2,0-7,-0.6 – -0.3,771,-1.0
PUT,2022-Q2,0-7,0.1 – 0.3,1084,0.15109661082214443
PUT,2022-Q2,0-7,0.3 – 0.6,1165,0.04972206770124109
PUT,2022-Q2,0-7,> 0.6,916,0.011881967678192993
PUT,2022-Q2,0-7,≤-0.6,98,-1.0
PUT,2022-Q2,121-365,-0.1 – 0.1,1326,1.0784361341705042
PUT,2022-Q2,121-365,-0.3 – -0.1,1073,0.947010785540219
PUT,2022-Q2,121-365,-0.6 – -0.3,1345,-0.06917776330175385
PUT,2022-Q2,121-365,0.1 – 0.3,1599,0.8143890522557289
PUT,2022-Q2,121-365,0.3 – 0.6,2805,0.46148263383321947
PUT,2022-Q2,121-365,> 0.6,3098,0.19584622935585327
PUT,2022-Q2,121-365,≤-0.6,1853,-0.9390381567326305
PUT,2022-Q2,15-30,-0.1 – 0.1,1298,0.9377890521887382
PUT,2022-Q2,15-30,-0.3 – -0.1,823,0.42188056272138097
PUT,2022-Q2,15-30,-0.6 – -0.3,702,-0.8941291515711437
PUT,2022-Q2,15-30,0.1 – 0.3,1285,0.39974144987494103
PUT,2022-Q2,15-30,0.3 – 0.6,1896,0.13959956902089585
PUT,2022-Q2,15-30,> 0.6,1532,0.05369899290314165
PUT,2022-Q2,15-30,≤-0.6,165,-1.0
PUT,2022-Q2,31-60,-0.1 – 0.1,1098,0.8363236930277714
PUT,2022-Q2,31-60,-0.3 – -0.1,849,0.6954977764475041
PUT,2022-Q2,31-60,-0.6 – -0.3,764,-0.5289222211375596
PUT,2022-Q2,31-60,0.1 – 0.3,1223,0.39983959931449675
PUT,2022-Q2,31-60,0.3 – 0.6,1876,0.17107601947968176
PUT,2022-Q2,31-60,> 0.6,1434,0.06761588581699862
PUT,2022-Q2,31-60,≤-0.6,350,-1.0
PUT,2022-Q2,61-120,-0.1 – 0.1,775,0.47523805052792273
PUT,2022-Q2,61-120,-0.3 – -0.1,646,0.02519857436910306
PUT,2022-Q2,61-120,-0.6 – -0.3,893,-0.7873425985372071
PUT,2022-Q2,61-120,0.1 – 0.3,934,0.4541287294095619
PUT,2022-Q2,61-120,0.3 – 0.6,1837,0.2637993208946752
PUT,2022-Q2,61-120,> 0.6,2423,0.1169827618978782
PUT,2022-Q2,61-120,≤-0.6,1257,-1.0
PUT,2022-Q2,8-14,-0.1 – 0.1,775,0.9527923184917677
PUT,2022-Q2,8-14,-0.3 – -0.1,649,-0.4243110663398568
PUT,2022-Q2,8-14,-0.6 – -0.3,472,-1.0
PUT,2022-Q2,8-14,0.1 – 0.3,754,0.28974002958202866
PUT,2022-Q2,8-14,0.3 – 0.6,850,0.10418962295751912
PUT,2022-Q2,8-14,> 0.6,652,0.022660276071948007
PUT,2022-Q2,8-14,≤-0.6,67,-1.0
PUT,2022-Q3,0-7,-0.1 – 0.1,1508,0.0018282397286244218
PUT,2022-Q3,0-7,-0.3 – -0.1,1434,-0.8595872436876622
PUT,2022-Q3,0-7,-0.6 – -0.3,814,-1.0
PUT,2022-Q3,0-7,0.1 – 0.3,1091,0.027285631624242107
PUT,2022-Q3,0-7,0.3 – 0.6,1089,0.007179577503963773
PUT,2022-Q3,0-7,> 0.6,913,0.0028997891039472235
PUT,2022-Q3,0-7,≤-0.6,398,-1.0
PUT,2022-Q3,121-365,-0.1 – 0.1,82,-0.7042425192543266
PUT,2022-Q3,121-365,-0.3 – -0.1,67,-0.9923610994445704
PUT,2022-Q3,121-365,-0.6 – -0.3,80,-1.0
PUT,2022-Q3,121-365,0.1 – 0.3,97,-0.12951807412652816
PUT,2022-Q3,121-365,0.3 – 0.6,192,0.011664969438551824
PUT,2022-Q3,121-365,> 0.6,411,0.004941055000682428
PUT,2022-Q3,121-365,≤-0.6,24,-1.0
PUT,2022-Q3,15-30,-0.1 – 0.1,1686,0.7257439006808566
PUT,2022-Q3,15-30,-0.3 – -0.1,977,0.6021170019770864
PUT,2022-Q3,15-30,-0.6 – -0.3,1015,-0.9544508365608632
PUT,2022-Q3,15-30,0.1 – 0.3,1361,0.3149783715207164
PUT,2022-Q3,15-30,0.3 – 0.6,1883,0.09479028300861493
PUT,2022-Q3,15-30,> 0.6,1523,0.04289822640921441
PUT,2022-Q3,15-30,≤-0.6,811,-1.0
PUT,2022-Q3,31-60,-0.1 – 0.1,1165,1.1637138059309682
PUT,2022-Q3,31-60,-0.3 – -0.1,925,1.80713685899678
PUT,2022-Q3,31-60,-0.6 – -0.3,1159,-0.5921253976422577
PUT,2022-Q3,31-60,0.1 – 0.3,1343,0.49642294260432096
PUT,2022-Q3,31-60,0.3 – 0.6,2011,0.1517466309092982
PUT,2022-Q3,31-60,> 0.6,2392,0.04201738414855303
PUT,2022-Q3,31-60,≤-0.6,1242,-1.0
PUT,2022-Q3,61-120,-0.1 – 0.1,583,0.7718213093316791
PUT,2022-Q3,61-120,-0.3 – -0.1,501,0.3666887174526488
PUT,2022-Q3,61-120,-0.6 – -0.3,622,-0.8050032404210927
PUT,2022-Q3,61-120,0.1 – 0.3,705,0.5580990504561995
PUT,2022-Q3,61-120,0.3 – 0.6,1376,0.2856420617600615
PUT,2022-Q3,61-120,> 0.6,2382,0.09501603421919612
PUT,2022-Q3,61-120,≤-0.6,642,-1.0
PUT,2022-Q3,8-14,-0.1 – 0.1,1173,0.25007763115274456
PUT,2022-Q3,8-14,-0.3 – -0.1,1006,-0.23847851036408438
PUT,2022-Q3,8-14,-0.6 – -0.3,578,-1.0
PUT,2022-Q3,8-14,0.1 – 0.3,845,0.1499958609907738
PUT,2022-Q3,8-14,0.3 – 0.6,803,0.03313817477344124
PUT,2022-Q3,8-14,> 0.6,775,0.0003299063683688901
PUT,2022-Q3,8-14,≤-0.6,349,-1.0
PUT,2022-Q4,0-7,-0.1 – 0.1,1424,-0.33919873593782424
PUT,2022-Q4,0-7,-0.3 – -0.1,1500,-1.0
PUT,2022-Q4,0-7,-0.6 – -0.3,854,-1.0
PUT,2022-Q4,0-7,0.1 – 0.3,942,-0.05760859193238364
PUT,2022-Q4,0-7,0.3 – 0.6,747,-0.031447703844656553
PUT,2022-Q4,0-7,> 0.6,609,-0.0014485041982946496
PUT,2022-Q4,0-7,≤-0.6,272,-1.0
PUT,2022-Q4,15-30,-0.1 – 0.1,1909,-0.6669010289381523
PUT,2022-Q4,15-30,-0.3 – -0.1,1823,-0.8970713402658408
PUT,2022-Q4,15-30,-0.6 – -0.3,778,-1.0
PUT,2022-Q4,15-30,0.1 – 0.3,1080,-0.4735752720212812
PUT,2022-Q4,15-30,0.3 – 0.6,1052,-0.24950331002444898
PUT,2022-Q4,15-30,> 0.6,955,-0.13530356703695587
PUT,2022-Q4,15-30,≤-0.6,408,-1.0
PUT,2022-Q4,31-60,-0.1 – 0.1,1337,-0.8741698984670856
PUT,2022-Q4,31-60,-0.3 – -0.1,1004,-0.9952236703013091
PUT,2022-Q4,31-60,-0.6 – -0.3,425,-1.0
PUT,2022-Q4,31-60,0.1 – 0.3,707,-0.6076148731532904
PUT,2022-Q4,31-60,0.3 – 0.6,789,-0.3869624359124139
PUT,2022-Q4,31-60,> 0.6,713,-0.21488544519633143
PUT,2022-Q4,31-60,≤-0.6,267,-1.0
PUT,2022-Q4,8-14,-0.1 – 0.1,1017,-0.17540420187949804
PUT,2022-Q4,8-14,-0.3 – -0.1,1036,-0.8373212686324787
PUT,2022-Q4,8-14,-0.6 – -0.3,514,-1.0
PUT,2022-Q4,8-14,0.1 – 0.3,629,-0.25189311822972044
PUT,2022-Q4,8-14,0.3 – 0.6,516,-0.10328828172127207
PUT,2022-Q4,8-14,> 0.6,510,-0.054438150991681325
PUT,2022-Q4,8-14,≤-0.6,209,-1.0
